Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Exit Code,Total Time
com_send_tc,'-1042715831 3jZ',init_dummy_sensor,'',gssb_get_status,'',gssb_unlock_config,'-744315877',obc_set_pwm_duty,'-1414023156 -1080086621',-6,7.2549755573272705
com_debug,'',tm_send_status,'1085029964',gssb_unlock_config,'-1970328972',eps_get_hk,'',obc_prop_tle,'4332783583093807732',-6,6.346575498580933
gssb_fss_commit_config,'',fp_show,'',gssb_msp_cal_temp,'-760508980 -689566191',obc_pwm_pwr,'-1952624797',fp_set_cmd,'379150516 1487818576 1500643431 1051253543 284152529 -1380672395 -1302282746 1226098420 w2Bz>@8 _V9?',-11,6.50496506690979
com_update_status,'',obc_debug,'-912922421',com_get_node,'',gssb_fss_commit_config,'',fp_set_cmd,'-1238968491 466716194 1521798490 342942924 386687924 1630811520 -668931189 1166461169 ?1znzk8O1 eW<{0`7oE#',-11,6.4854063987731925
fp_del_cmd,'-845819954 1318158725 455533056 1029510782 1620392187 1129642074',obc_get_tle,'',obc_set_pwm_duty,'-1431591204 -382631480',eps_update_status,'',tm_send_last,'5357084651834400508 15171252335182791665',-11,6.249470472335815
fp_set_cmd_unix,"'-153229846 1948858210 1468572663 `""0$A]< Znz'",fp_reset,'',eps_set_heater,'1594920932 -510753793',fp_reset,'',eps_set_heater,'-313407940 -802133420',-6,6.3755760192871085
eps_get_config,'',fp_set_cmd,"'644260048 15818054 -680033516 2112946732 533754078 -1535220979 -1768241738 975429619 (RTDU""vh*) 5!@G'",obc_set_pwm_freq,'880544656 -53742058886889601625061173241065180645',com_send_data,':u',gssb_arm_manual,'1812135548',-6,6.345731735229492
fp_set_cmd_dt,'1391343832 564638874 2027786112 j< uTFv0',gssb_scan,'1654781961 -2127840289',rw_set_speed,'-1128589328 -1609154898',gssb_arm_auto,'651820094',com_set_node,'-1926494437',-6,6.1862874031066895
obc_set_pwm_freq,'1451200777 292385567832301564402263918210115045090',rw_get_current,'',fp_set_cmd_unix,"'-549780124 -1297020249 -680056896 tAKa.?BO C+dw,'",obc_update_tle,'',obc_set_tle,'-502075019 0',-6,6.503479242324829
fp_set_cmd,"'1835442252 749579168 1376072420 960142951 -721924269 -75377917 1678204737 -149526406 ""1RV+.![G _6m'Sr!'",gssb_arm_manual,'1424616028',gssb_get_sun,'',obc_set_tle,'765581913 >0',com_debug,'',-11,6.273895263671875
gssb_get_burn_config,'',obc_prop_tle,'4299817196277813503',com_send_tc,'-1668815161 #~R[d',fp_test_params,'2132906532 jPt+fer_} -118076221',obc_prop_tle,'7591754174440212050',-6,7.443454504013061
eps_set_heater,'364824127 385001768',fp_set_cmd_unix,'-398220522 1420368530 1951396878 7jVx]QW?i jDev',obc_debug,'-834302843',gssb_reset,'',fp_show,'',-6,6.3040735721588135
rw_set_speed,'976149561 2103180801',obc_get_tle,'',fp_del_cmd_unix,'-574240838',fp_set_cmd_unix,'-901022841 -1207353927 831983424 w$ `P1',obc_set_tle,'99785524 B',-6,6.350617408752441
fp_set_cmd_dt,'-1518761891 -136794771 755145622 D<*D|LG ',obc_get_tle,'',com_get_node,'',gssb_unlock_config,'882476705',com_send_rpt,'-613285288 ^A',-6,6.30371618270874
com_send_cmd,'163816662 ',com_ping,'1860611323',com_send_tc,'-1510397802 jOd<16YI=',obc_set_pwm_freq,'-1140577641 279609650057968371517160338491764299258',gssb_fss_get_sun,'',-6,11.302764654159546
eps_get_config,'',fp_del_cmd_unix,'-252337329',help,'',tm_parse_status,'',rw_get_current,'',-6,6.2570738792419425
com_get_node,'',fp_set_cmd_unix,'-1384702812 -1445771764 -1534115715 } lV9H',obc_ident,'',rw_get_current,'',fp_set_cmd,'-1795695880 915713495 -894066677 1615455728 -1512335944 352399076 1035113099 -34139678 Dvf~C0U !b^B)s',-6,6.5099661350250235
gssb_fss_get_temp,'',gssb_get_status,'',rw_get_speed,'',fp_set_cmd_dt,'-125962990 -2077225910 -2118247050 *9(/Pl jWDikM`91i',obc_ident,'',-6,6.4181480407714835
drp_add_hrs_alive,'-1773755689',fp_del_cmd_unix,'5746801',gssb_fss_get_sun,'',gssb_unlock_config,'-244366155',obc_set_pwm_freq,'-2137771567 166706275515154782728045740643736453914',-6,6.385159254074098
obc_update_tle,'',com_send_tc,'-997515853 aAw=LRU',com_ping,'-772303447',init_dummy_sensor,'',com_get_config,"''""f96v:y*'",-6,7.396749019622803
fp_del_cmd,'-2118033692 132248172 -1121231571 -394725528 931236235 -784846542',fp_del_cmd_unix,'1595516131',tm_send_last,'16374123861946321700 6063382774610156881',gssb_unlock_config,'114306847',obc_get_time,'-2015632927',-6,6.256747245788574
obc_update_status,'',gssb_fss_get_temp,'',com_send_tc,'-1141335070 V~L',gssb_arm_manual,'1967232666',drp_get_vars,'',-6,7.300655603408813
gssb_pwr,'-619587120 -1648863804',set_state,'7120054634697372991 14473316472986204255 -1306263478',fp_set_cmd_unix,'389717841 -1143416807 -1364522717 ezRm~BR [|Rjg',gssb_get_burn_config,'',gssb_msp_get_temp,'',-6,6.358872890472412
fp_del_cmd,'-1935640834 -1013085872 -1071881480 -1984014566 778463317 1457164985',drp_clear_gnd_wdt,'',drp_add_hrs_alive,'655245810',eps_hard_reset,'',gssb_msp_get_temp,'',-6,6.315848112106322
gssb_antenna_release,'-1820463844 -1981785439 1714935514 2084349668',fp_del_cmd,'1555928046 1265637553 -19166945 910230962 -23629686 -1245424107',gssb_set_burn_config,'-1177218148 64176382 225361385 797552511 954336388 -582752917 1294911245',gssb_select,'409741703',fp_del_cmd,'-1715923097 651316834 897098074 -420996226 1532628309 -1705897065',-11,6.280765295028687
help,'',tm_send_status,'323771911',obc_set_pwm_freq,'725038250 337619726686086679106712788719367845042',eps_get_hk,'',fp_show,'',-6,6.48358678817749
com_debug,'',com_debug,'',com_send_tc,'-660334860 {#Dj&M',fp_set_cmd_unix,'-937752925 -1842353488 1979611270 ~WS ptH',com_update_status,'',-6,7.4840567111968985
obc_update_tle,'',eps_update_status,'',fp_set_cmd_unix,'-253443528 -135761534 1469309317  U-]wsl7y',eps_set_heater,'-44514571 -706334946',gssb_scan,'-761500601 -973893169',-11,6.503427267074585
com_set_node,'1434018968',drp_ebf,'889592453',fp_del_cmd_unix,'-900984814',gssb_msp_cal_temp,'-182576827 778274899',gssb_get_temp,'',-6,6.530869960784912
fp_set_cmd_dt,'-1829961094 -1686216541 -1613493861 !F eJFw1',rw_set_speed,'-1464379264 -879742664',obc_update_tle,'',init_dummy_sensor,'',com_ping,'-1601204038',-6,6.409394264221191
set_state,'7006186774168181123 10651870315752734516 280032838',fp_del_cmd_unix,'-1249665749',gssb_set_addr,'878808203',gssb_get_status,'',tm_send_from,'1875173457706808438 7915257029122733528 11917915543061654366',-6,6.3240509033203125
gssb_select,'-57174404',init_dummy_sensor,'',drp_clear_gnd_wdt,'',fp_del_cmd,'-2027282593 1164328812 -2139961933 -422406976 122692303 1853018784',tm_send_from,'7383466335947777734 5654152616687107962 275369300548149557',-6,6.472187757492065
gssb_get_temp_int,'',obc_ident,'',rw_get_current,'',tm_send_status,'-1734491275',obc_set_tle,"'1201401780 7j8""YMK8z'",-6,6.4577388763427725
gssb_arm_auto,'51343970',obc_ident,'',fp_del_cmd_unix,'1664457723',obc_set_tle,'-843922776 x',init_dummy_sensor,'',-6,6.35395884513855
com_send_cmd,'-24909587 jD',fp_del_cmd_unix,'-482798105',help,'',drp_get_vars,'',eps_get_config,'',-6,7.317279577255249
fp_del_cmd_unix,'1553194026',obc_set_pwm_duty,'-1131377701 1353115369',rw_get_speed,'',gssb_msp_cal_temp,'-542515506 1325251565',com_update_status,'',-6,6.459839582443237
tm_send_status,'701230734',gssb_burn,'',gssb_scan,'-2120615927 283728243',gssb_msp_cal_temp,'-641547698 2146013227',gssb_arm_auto,'-1554376508',-6,6.5154662132263175
com_debug,'',com_ping,'400722874',eps_get_hk,'',fp_reset,'',fp_set_cmd,'-541598606 -862840696 -294644486 -1999662907 -271032784 1236435109 -1461214770 -945610272 *!xvbbq ',-6,9.419081211090088
drp_test_system_vars,'',obc_set_pwm_duty,'-844446844 1655702008',fp_set_cmd_dt,'835656780 1868561194 -139361527 knKef ',drp_ebf,'-182805081',gssb_set_addr,'-270425700',-6,9.920466423034668
fp_set_cmd_dt,'1440403865 -2033502081 -2138989502 0i6CU c',drp_set_deployed,'-1648605652',gssb_get_temp_int,'',tm_parse_status,'',fp_show,'',-6,6.248814821243286
com_send_rpt,'409672207 !}K&I',obc_get_time,'-13277078',fp_set_cmd_dt,"'-902295398 -676417114 -2141390485 3s""6= :cZ""gt~hT9'",com_send_cmd,'-2077321733 /Likvm',gssb_update_status,'',-11,6.487350463867188
gssb_burn,'',gssb_set_addr,'586651373',eps_get_hk,'',obc_set_pwm_duty,'-226000778 511806836',fp_set_cmd,"'896130942 -56895407 1117888457 -1708346757 266892794 166431404 -1452528677 2006721497 )-P {a?i&G{S""`'",-11,6.480756759643555
tm_set_ack,'7202963489017862933 13896526265172657819',fp_del_cmd_unix,'-1287421318',gssb_burn,'',com_send_data,'=qew~[<8J',eps_hard_reset,'',-6,6.303241729736327
gssb_update_status,'',obc_set_tle,'-2074543696 ',fp_del_cmd_unix,'-1503170318',gssb_unlock_config,'1895676049',fp_show,'',-6,6.319180250167848
obc_prop_tle,'4201238747379638946',gssb_set_addr,'1648701869',obc_ident,'',com_reset_wdt,'194432636',com_send_tc,'1249704567 qX2F<?R4g',-6,7.510798215866089
tm_send_status,'1254618793',gssb_get_temp_int,'',com_send_cmd,'-751939444 Z=E',set_state,'4127184748232119159 16545410040886476740 -149668567',obc_get_sensors,'',-6,6.471231460571289
com_send_data,'vh',set_state,'12674946398641550554 4506240212985261682 -182485132',test,'3',fp_set_cmd,'-756918682 -1524745644 -1734238962 -744015894 2116550083 566219798 261428155 -1757366967 *\ MD',fp_reset,'',-6,7.698903322219849
gssb_arm_manual,'175597028',com_send_tc,'-1979556095 ',gssb_update_status,'',rw_get_speed,'',com_send_rpt,'2064966924 |',-6,7.252495527267456
obc_get_mem,'',rw_get_current,'',fp_set_cmd_unix,'-948021521 -1999397995 504461025 GY =yDN',com_send_rpt,'-1245248143 -iQ}9',fp_del_cmd_unix,'1785429878',-6,6.330143928527832
fp_del_cmd_unix,'337963840',drp_set_var,'865258364 886309062',obc_prop_tle,'1806282747683654835',gssb_fss_get_temp,'',gssb_set_addr,'-712439801',-6,6.249733924865723
fp_del_cmd,'1465714285 -1723462262 -402524802 -246540402 -737365708 -1327454892',obc_get_time,'-1296463193',tm_parse_status,'',gssb_fss_set_config,'-986576825',com_set_node,'1066401524',-6,6.379957675933838
drp_set_deployed,'858796779',gssb_msp_cal_temp,'-1522844485 -1897507915',com_reset_wdt,'1888998076',tm_parse_status,'',fp_set_cmd_unix,'-34209820 -1108617940 -2040304989 0 n%Xk)(SN&',-11,6.488801002502441
tm_send_all,'2381885974554558055 17086637182645374146',eps_get_config,'',gssb_select,'-881317508',fp_del_cmd_unix,'-1860304180',gssb_arm_manual,'-911903620',-6,6.4473419189453125
gssb_fss_commit_config,'',fp_del_cmd_unix,'1971235973',gssb_unlock_config,'1096846355',gssb_fss_get_temp,'',drp_set_var,'-1883261812 -422472749',-6,6.241759538650513
com_get_node,'',fp_set_cmd_unix,'-1937829721 1360803825 -1754669390  \KNdHdrC2',gssb_get_status,'',com_reset_wdt,'1307249872',obc_ident,'',-6,6.5276713371276855
gssb_fss_get_sun,'',gssb_scan,'1432041120 -538205339',drp_ebf,'-894064030',com_set_node,'1043791211',fp_del_cmd,'625826855 -1678530369 772230395 12229291 -1190373573 383885512',-11,6.484004259109497
obc_get_mem,'',gssb_get_model,'',drp_add_hrs_alive,'-1264257945',eps_get_hk,'',fp_set_cmd_unix,"'1761303744 -934515047 1559375097 4o<4x"".R $J'",-11,6.58052659034729
gssb_msp_get_temp,'',tm_send_status,'-1915104092',obc_get_time,'-1524830226',com_get_node,'',com_send_rpt,'-1446390593 w9zY$+T',-6,6.366541624069214
drp_clear_gnd_wdt,'',fp_set_cmd_dt,"'502614311 295890733 -1821635390 `54 w*+W!<4""%1'",com_reset_wdt,'-963907788',com_send_data,'=-2We!`o',com_reset_wdt,'-1090559767',-11,6.4828035831451425
com_get_node,'',com_send_cmd,'2013413136 SPeVEa',com_reset_wdt,'587341397',tm_send_status,'-1703045462',com_update_status,'',-6,7.342313766479492
gssb_fss_get_temp,'',drp_test_system_vars,'',tm_send_status,'-1134985044',gssb_fss_get_sun,'',gssb_fss_set_config,'754887576',-6,10.10318088531494
test,'vB&u',fp_del_cmd_unix,'1122604933',tm_send_status,'1750906655',gssb_antenna_release,'1475228073 -2040630473 1204405797 430058521',drp_set_var,'-1967783326 -1372007660',-6,6.670999526977539
obc_reset_wdt,'',com_debug,'',fp_set_cmd_dt,'907447647 -1149792109 1447973894 i5gDzH g7>hMC_d',gssb_fss_commit_config,'',obc_update_tle,'',-6,6.3362770080566415
fp_del_cmd_unix,'677189997',obc_pwm_pwr,'309968912',tm_get_last,'5785465742120668840',gssb_get_sun,'',drp_clear_gnd_wdt,'',-6,6.474336385726929
com_reset_wdt,'-360284024',gssb_fss_set_config,'-1929492126',gssb_get_temp_int,'',obc_get_tle,'',fp_set_cmd,"'553992778 1893156750 102712985 598958719 1275052639 810609615 -206536329 1886414270 30^M1u^/P A""hMP!c'",-11,6.457965135574341
fp_set_cmd_unix,'-1019242024 -2000170297 687401621 F2 ',com_get_node,'',gssb_arm_auto,'631095602',com_get_node,'',gssb_get_temp_int,'',-6,6.2955851554870605
tm_set_ack,'12121203230751836004 11079195765799285808',com_reset_wdt,'-1188818992',rw_set_speed,'1001411928 -2033153636',fp_set_cmd_dt,'827365613 -1322271422 -1212539786 XAYR+S3 ',drp_get_vars,'',-6,6.378824949264526
gssb_arm_manual,'67389743',obc_set_pwm_freq,'244153055 -217741023204023950312565285294557760912',fp_set_cmd_dt,'1798805907 -701883489 2083257121 E^/ ag;.TBB;C[',gssb_antenna_release,'-688054020 -518908184 -650098287 -616540363',gssb_unlock_config,'383066093',-6,6.573253870010376
gssb_msp_get_temp,'',drp_clear_gnd_wdt,'',obc_set_pwm_duty,'1359810922 -1092520879',fp_set_cmd,'582562454 -1082379429 -571982076 1617353785 980184349 948412213 -1766877973 106696610 ` hPy.kHut/',tm_send_all,'18171289819469851596 2882385388821058734',-6,6.437087297439575
obc_reset_wdt,'',eps_get_config,'',gssb_get_model,'',fp_del_cmd_unix,'384318267',gssb_unlock_config,'-1081848729',-6,6.390012979507446
fp_set_cmd_unix,'-280309324 1069240647 -254993595  6=',obc_set_pwm_duty,'588885632 -161394187',obc_set_tle,"'1831701065 (XW$bQGP,3'",tm_parse_status,'',drp_test_system_vars,'',-6,6.411988258361816
gssb_scan,'556829766 262971115',com_send_cmd,'1877142543 ',drp_set_deployed,'-789279513',fp_set_cmd,'1197270321 -145084380 -1171632663 932369802 -1308826817 -96064598 485230248 1501051545 Qamfung%\$ X',gssb_get_status,'',-11,7.338535070419311
gssb_arm_manual,'208580600',drp_add_hrs_alive,'563927172',gssb_antenna_release,'-1840425211 565916547 -1125376545 1216331326',fp_del_cmd_unix,'-1333829914',obc_set_pwm_duty,'800171688 1174568637',-6,6.514874458312987
eps_get_config,'',gssb_fss_commit_config,'',tm_send_all,'4310079956610491941 8160510917736525492',gssb_set_burn_config,'31796003 -1037398829 -902853540 -915514609 -1980454512 1762933742 -563794208',tm_send_status,'1482157149',-6,6.499215602874756
com_update_status,'',tm_send_status,'-623885607',gssb_pwr,'-474688328 1789694439',obc_get_mem,'',com_ping,'874586207',-6,6.353384017944336
tm_send_status,'-1803308295',fp_set_cmd_unix,'535453288 1855891250 -1677241376 s6+eGg^ ',obc_set_tle,'-45367146 k'g7HM',drp_set_var,'-728454618 -519261179',obc_set_pwm_freq,'-905709091 24320915906949920705235672180408846398',-6,6.469608545303345
tm_parse_status,'',fp_set_cmd_dt,"'-264732287 -1332068963 505918422 6/)hBBJ{^e ,=QZz~>M'",gssb_fss_get_sun,'',gssb_fss_set_config,'-641520964',rw_get_speed,'',-6,6.317606687545776
