Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
com_set_node,'-1646369092',obc_set_pwm_freq,'-679110782 -336115349179660918997271338308101017355',obc_pwm_pwr,'-367516290',eps_hard_reset,'',fp_del_cmd_unix,'-646658728',gssb_antenna_release,'1313051803 -391277600 1152756288 -1321476529',gssb_pwr,'-514406072 1753257848',obc_pwm_pwr,'1094330627',obc_pwm_pwr,'1871636878',eps_get_config,'',com_reset_wdt,'-1369596037',gssb_fss_get_temp,'',com_send_tc,'-1548225867 8',eps_get_hk,'',gssb_get_uuid,'',com_get_node,'',obc_pwm_pwr,'-1926600352',gssb_select,'1023184613',rw_get_speed,'',obc_set_pwm_freq,'-1914752148 91536471153014740176804944468954147364',fp_show,'',fp_reset,'',obc_debug,'-876557186',gssb_set_addr,'1913984049',com_send_rpt,'2035903786 <DCYD]Eu',gssb_fss_get_sun,'',rw_set_speed,'-1444871215 1824674469',gssb_get_model,'',gssb_fss_commit_config,'',gssb_commit_addr,'',tm_send_all,'3659102118194824628 14332158474136428210',tm_send_all,'10700277692735679219 6227786258220744511',gssb_antenna_release,'1099278022 -1380642041 1288120309 -563171135',eps_update_status,'',gssb_arm_auto,'-831760809',gssb_fss_get_temp,'',obc_prop_tle,'1922817025006138844',gssb_pwr,'393372293 -1410844595',gssb_set_burn_config,'1955100186 1953516570 -1752469950 859456318 964342931 -657614180 1283464918',fp_del_cmd,'-1245422517 1231030321 -207089176 1480676522 -1465149236 -1695553739',fp_set_cmd_dt,'-1974020271 -1869354954 1209838317 (0|w<Xs h3:LPR;f',obc_set_pwm_duty,'-1673676211 707232556',fp_del_cmd,'363990921 -151334840 1079855191 963770845 -49361529 190109147',obc_update_tle,'',gssb_msp_cal_temp,'-988742183 -1303469735',tm_send_all,'8416900484593741920 7930240272236076286',fp_set_cmd_dt,'636926670 1934371688 2080286068 v<''tD 5:z:Yi',gssb_get_temp,'',obc_get_tle,'',gssb_scan,'1546567598 1862560087',-6,6.493524789810181,444020.0,10656.0
gssb_update_status,'',fp_reset,'',obc_update_status,'',fp_reset,'',com_debug,'',drp_set_var,'1500562845 -1815615224',obc_update_status,'',gssb_arm_auto,'-1582960446',gssb_commit_addr,'',drp_clear_gnd_wdt,'',gssb_set_burn_config,'-861784355 -1481470983 -881489361 -1691854367 1127453232 -1811262644 -1744616804',obc_set_pwm_freq,'59315282 -321443238769512080008726209756567151433',obc_set_tle,'1619558424 o5<.',fp_reset,'',test,"'$::"")%/D'",gssb_msp_cal_temp,'-1299700903 444879785',fp_del_cmd_unix,'1718184980',gssb_select,'-1183622532',obc_get_time,'1776035892',rw_set_speed,'-1396297171 1326026163',obc_set_pwm_duty,'847141080 1416891986',gssb_get_sun,'',fp_show,'',gssb_msp_cal_temp,'-307431715 -1971819933',gssb_get_sun,'',fp_del_cmd,'-1118045279 1739207492 1775298454 1085438611 396151793 1209872885',eps_hard_reset,'',rw_get_speed,'',gssb_antenna_release,'-1623563921 -1827571374 -225761270 1575963704',test,'fi<moMW`S',obc_prop_tle,'6311721336400085953',gssb_unlock_config,'-597739268',obc_prop_tle,'4898783027432077123',drp_ebf,'-2020615173',com_send_tc,'-1650555596 CLE@',com_get_config,'j1JDU0uK',com_debug,'',com_send_rpt,"'1138447111 0bPN""O{,$'",obc_ident,'',obc_prop_tle,'-7798046840251336253',fp_set_cmd_unix,'-1072707680 -734847625 -1758520137 Qd:#xNXKE As',gssb_reset,'',gssb_get_temp,'',tm_send_status,'98640115',gssb_fss_get_temp,'',gssb_get_uuid,'',com_send_cmd,'1035883545 K',gssb_get_status,'',com_send_rpt,'-1172315931 -:<Ia(CDy`',com_send_rpt,'-1075655247 m!t',-6,7.448683738708496,444020.0,10644.0
drp_test_system_vars,'',eps_set_heater,'473617350 -942661743',com_ping,'935673246',tm_parse_status,'',gssb_select,'-1309430006',gssb_commit_addr,'',drp_clear_gnd_wdt,'',init_dummy_sensor,'',eps_hard_reset,'',fp_set_cmd,'-2120870917 2095163865 -1292873325 -1567241518 -1061555033 1738882295 1020598360 1148798585 5!9 ox[TOb\57N',gssb_fss_commit_config,'',gssb_get_status,'',init_dummy_sensor,'',tm_send_last,'11810829421661335975 886264246852511802',gssb_get_version,'',gssb_get_temp,'',gssb_get_uuid,'',com_get_config,'8u<XYSCl4U',fp_del_cmd,'-269860016 -1533768917 739980146 731176547 -1105137992 -2055097603',gssb_msp_cal_temp,'-1515404426 -1779962284',eps_update_status,'',eps_set_heater,'2044176542 1272825164',rw_get_speed,'',gssb_select,'915134700',gssb_get_temp,'',gssb_fss_set_config,'-581636742',eps_hard_reset,'',com_set_node,'-1513083334',com_set_node,'-1382845551',com_debug,'',gssb_set_addr,'-131122908',gssb_arm_manual,'-1590302343',gssb_get_status,'',tm_get_last,'16212070640941063952',tm_parse_status,'',gssb_get_uuid,'',drp_ebf,'-1676741701',obc_pwm_pwr,'-614070296',eps_hard_reset,'',fp_set_cmd_dt,'439081188 -190881838 -31452518 jCJ8 ulhRS*H',com_send_tc,'1500112970 'E?#2Jw2',com_update_status,'',tm_set_ack,'12744402525427691234 17752059365623360112',rw_get_current,'',obc_prop_tle,'-3753447022744152538',drp_set_deployed,'149640329',fp_set_cmd,"'-1151281828 -195110411 495128178 2073898324 -769446859 1285034730 1145722657 -1557035897 !k]k P""'",gssb_unlock_config,'-1374668775',init_dummy_sensor,'',gssb_update_status,'',-6,13.030677080154419,444020.0,10560.0
gssb_unlock_config,'-1793130512',gssb_pwr,'-1904710503 -111272100',gssb_get_temp_int,'',gssb_set_burn_config,'-1984193910 -1007804193 -910174061 339038482 -2038086831 1886931370 1814358120',obc_get_tle,'',obc_debug,'-878817289',com_set_config,'Yr@yQOGO& gfR',obc_update_tle,'',rw_get_speed,'',gssb_get_version,'',obc_get_mem,'',gssb_unlock_config,'-39224365',tm_send_from,'5119815277975295381 6810864068818076000 1385953522436621281',obc_ident,'',tm_parse_status,'',drp_clear_gnd_wdt,'',com_reset_wdt,'-1316280106',obc_get_tle,'',obc_prop_tle,'7673201602439734656',help,'',obc_ident,'',eps_hard_reset,'',com_update_status,'',eps_update_status,'',eps_get_hk,'',gssb_fss_set_config,'555143431',drp_clear_gnd_wdt,'',eps_get_hk,'',tm_send_status,'1478046325',obc_set_tle,'-1009051551 :vT',obc_debug,'-567695263',fp_del_cmd_unix,'-1246132444',gssb_unlock_config,'1255378273',fp_set_cmd_dt,'724419685 909284448 12272883 0r+; 8T|AI{{U',eps_set_heater,'-774176102 -1901014173',tm_set_ack,'12525314644102127458 654384998921422113',fp_del_cmd,'-1911953170 1686187120 -1181113623 1785569236 1409558358 977379628',drp_add_hrs_alive,'-1559431402',fp_del_cmd_unix,'-1731840435',obc_set_pwm_freq,'-2003025247 88271738632890905329399801628133157230',obc_pwm_pwr,'1629642186',com_get_config,'',fp_del_cmd,'1175406358 859803755 759035012 -867017460 -1767532507 2046822320',set_state,'3714963102368428728 15746035410306194056 -1195463087',drp_add_hrs_alive,'1827484841',gssb_select,'-1584398996',drp_clear_gnd_wdt,'',tm_send_status,'1110349121',gssb_msp_cal_temp,'-1472781723 1135201072',com_ping,'1528712960',-6,8.531805276870728,444020.0,10492.0
eps_get_hk,'',fp_set_cmd,"'1788970712 -536998372 66610558 -1252245779 690286798 -1728270212 -1245631009 2112844961 zfF,J3Sg FYy>UC'",gssb_commit_addr,'',fp_reset,'',obc_set_pwm_freq,'-1825863527 -145811650815803803245519685676166156838',gssb_select,'649359156',rw_get_speed,'',com_set_config,'E.X!v!Z*Z ^-v}',gssb_fss_set_config,'762360834',obc_set_pwm_duty,'17426030 1519179546',eps_update_status,'',com_get_node,'',gssb_reset,'',fp_set_cmd_dt,'-686247976 688135579 884995372 H n',eps_hard_reset,'',com_get_node,'',obc_update_status,'',obc_set_pwm_duty,'-1006566354 1288731735',fp_set_cmd_dt,'-1033837234 652033610 1613194721 RzJHhd6(o a$',gssb_get_status,'',obc_update_tle,'',obc_get_sensors,'',gssb_select,'1255458218',com_send_tc,'1498591346 sfp.d5DyT',com_set_config,';Ir2 K>drV',com_get_config,'7sAp?I~'Lr',drp_clear_gnd_wdt,'',gssb_select,'-820869156',drp_set_deployed,'-1918362847',gssb_set_addr,'-142299531',tm_parse_status,'',fp_show,'',tm_get_last,'11094905271152087856',set_state,'5830904027809729601 1162241496982154370 -614602302',gssb_reset,'',gssb_get_uuid,'',fp_del_cmd,'1127896284 1974148355 230676822 -1663214384 -1504126344 890014385',drp_test_system_vars,'',gssb_set_burn_config,'-1482581435 -1158748800 -1554433361 -86771432 2072346062 476952703 -2105231542',gssb_set_burn_config,'-1443175698 -622984978 -645491844 -310875984 716757656 1662919484 679900725',tm_send_status,'-104479027',com_debug,'',com_update_status,'',tm_send_last,'8779474382308026583 5346281085353131543',obc_set_tle,'96137078 ',obc_set_pwm_freq,'-505083583 262541381760417555184893097978402170402',obc_reset_wdt,'',gssb_get_version,'',rw_set_speed,'1631058009 -1361901997',gssb_get_version,'',-11,6.313610792160034,444020.0,10744.0
gssb_fss_set_config,'-1679217782',com_debug,'',init_dummy_sensor,'',gssb_update_status,'',gssb_fss_commit_config,'',eps_set_heater,'-1597205818 549191855',tm_parse_status,'',obc_update_status,'',obc_get_mem,'',gssb_select,'-1489973526',rw_get_current,'',gssb_set_burn_config,'-886865411 505924733 -1001309887 451382425 -157107276 -1974970730 1243234041',gssb_arm_auto,'-1928529366',fp_set_cmd_unix,'-1494408668 -750406736 1344430927 kO) m+_',gssb_msp_cal_temp,'1210080321 -1947544460',gssb_set_burn_config,'413387286 1715018878 2141668440 1283167833 -1629059111 -457578725 -1481353672',obc_get_time,'-1436013072',fp_reset,'',drp_ebf,'1378703258',obc_set_tle,'975955937 W5#k',tm_send_all,'897942480457430685 2026963377187044240',obc_debug,'799746425',drp_set_deployed,'568576318',tm_send_from,'18407850049334750875 6929598789533584823 3400706953218700092',eps_hard_reset,'',drp_test_system_vars,'',fp_reset,'',help,'',drp_set_deployed,'-1650409999',obc_update_status,'',com_send_tc,'-1896407733 QUY|',gssb_get_burn_config,'',gssb_get_temp,'',gssb_msp_get_temp,'',gssb_arm_auto,'-582925429',obc_get_mem,'',gssb_get_burn_config,'',drp_get_vars,'',com_send_cmd,'-873450040 YB4lm',gssb_arm_manual,'705118071',com_reset_wdt,'1903062078',gssb_pwr,'-1740708923 710080689',tm_parse_status,'',gssb_get_model,'',com_update_status,'',gssb_get_sun,'',com_debug,'',gssb_get_temp_int,'',obc_set_pwm_duty,'1437651488 129537265',obc_get_sensors,'',-6,7.121597528457642,444020.0,10860.0
tm_set_ack,'253566404508001435 15656350011442124917',obc_update_status,'',drp_add_hrs_alive,'-1088865757',com_send_data,'X',gssb_msp_cal_temp,'1231092213 52794845',com_set_config,':W4g'4 b`<vn',eps_get_config,'',fp_del_cmd_unix,'-737464196',gssb_fss_get_sun,'',com_send_cmd,'-1545110116 C4y5tu}>A',fp_set_cmd_unix,'-966290842 -899558048 -1146690135 e/g% -(AuqP$',com_set_config,'VZ>zWy% 2{Sm+$',drp_set_deployed,'375595754',obc_update_tle,'',fp_set_cmd_unix,'1349381832 -561587906 1609643637 -d< x`3yVJ2',drp_test_system_vars,'',obc_set_tle,'1697953910 c5$:',drp_ebf,'-297074363',gssb_arm_manual,'-242352571',test,'I',obc_ident,'',obc_ident,'',tm_send_all,'17618443453464538204 17312468151074247255',gssb_fss_set_config,'1545863582',gssb_arm_manual,'1959388365',tm_send_all,'6788960363437526821 8234306850462284217',obc_get_mem,'',tm_set_ack,'16213338846993331872 13579671160880347157',gssb_set_addr,'-1870440355',gssb_antenna_release,'-1430691609 -931866070 1273417570 -1543836757',gssb_fss_get_sun,'',com_send_tc,'524426957 j]V',com_send_rpt,'39423142 ',fp_del_cmd_unix,'828897003',obc_reset_wdt,'',obc_get_mem,'',tm_send_from,'12954034612281185048 11271920541792440902 11736646549667299911',eps_get_config,'',eps_get_hk,'',rw_get_current,'',com_debug,'',gssb_fss_set_config,'616446794',init_dummy_sensor,'',gssb_set_addr,'1258239932',obc_get_tle,'',com_send_rpt,'576868933 <AO0;O=q',drp_test_system_vars,'',obc_set_pwm_freq,'-735808367 -56750115168999562541623861025425536278',fp_set_cmd_dt,'-194303385 -1809819408 1418063141 S#*pLaZwb UnF',eps_set_heater,'1904875430 -1302427022',-6,7.653186798095703,444020.0,10916.0
com_get_node,'',eps_hard_reset,'',drp_set_deployed,'-238667134',drp_add_hrs_alive,'1045385363',gssb_get_sun,'',gssb_arm_manual,'-1964389662',gssb_unlock_config,'1421423804',com_ping,'-1432591525',com_send_data,'X',obc_update_tle,'',gssb_get_model,'',rw_get_current,'',gssb_update_status,'',gssb_set_addr,'2065267682',com_reset_wdt,'-1374672876',gssb_arm_manual,'-1257235232',obc_set_tle,'575269804 2Pr~)-1VT',gssb_burn,'',gssb_msp_cal_temp,'1560371937 -249238558',obc_reset_wdt,'',com_get_node,'',gssb_get_temp_int,'',com_send_cmd,'785784149 \zLEo?6OIJ',obc_get_tle,'',gssb_fss_commit_config,'',drp_clear_gnd_wdt,'',rw_get_current,'',rw_set_speed,'-282863870 898243412',drp_test_system_vars,'',com_set_config,"'LJ_c O-'%~RJ3,'",com_reset_wdt,'-991946151',com_update_status,'',drp_test_system_vars,'',eps_update_status,'',help,'',gssb_get_status,'',com_send_cmd,'2010749570 mD0wY];<',eps_hard_reset,'',gssb_get_temp_int,'',fp_set_cmd,'-1415268956 -1106169969 -1914286338 561028198 879591963 1299453645 -861958554 -1585784040  W#?aA`',gssb_set_burn_config,'-995897419 -1145389057 -1183819290 -307791757 -1344024846 -1104431329 1976521573',gssb_select,'-1421894265',gssb_fss_commit_config,'',tm_send_from,'16005232941905669199 6576665219272334186 18018809433771000719',gssb_update_status,'',gssb_get_burn_config,'',gssb_set_burn_config,'101155262 1109225547 -1602512593 89666900 -1444472763 1240781280 102094492',obc_set_pwm_freq,'1673266303 201180686556793130626241368239408579079',obc_set_pwm_duty,'367482762 428553401',obc_get_time,'-1187519391',-6,19.88166356086731,444020.0,10744.0
obc_update_tle,'',rw_set_speed,'-1577239750 2094027236',drp_set_deployed,'-1299761889',com_reset_wdt,'-769628401',gssb_get_temp_int,'',com_send_cmd,'1173724551 p1Ztgrm',rw_get_speed,'',gssb_set_burn_config,'1167672421 1004791171 449242333 1670777535 -1003883311 -610754026 333228024',gssb_get_uuid,'',gssb_set_burn_config,'1843857577 -1674089862 -1097396149 1734168482 895317268 1417925562 1271826688',gssb_antenna_release,'848607600 -323165455 -1869411464 280384820',com_debug,'',gssb_update_status,'',obc_get_sensors,'',obc_get_tle,'',com_set_node,'-1906670312',fp_show,'',rw_set_speed,'-1472220535 -22028011',com_set_node,'1960471444',obc_get_mem,'',test,"'2ze0?7g""E'",com_get_config,'Mvp{TzH-tQ',gssb_commit_addr,'',com_debug,'',com_send_cmd,'1263390173 mXT%V',obc_get_mem,'',fp_set_cmd_unix,'739498774 -1590159332 1115043446 rFuA1]7C ',drp_test_system_vars,'',gssb_get_burn_config,'',fp_test_params,'1108439525 6ja'R8 -849623771',drp_set_deployed,'-1253318993',rw_get_speed,'',gssb_msp_cal_temp,'1024868892 -296516078',com_set_node,'-1817606583',drp_get_vars,'',init_dummy_sensor,'',gssb_get_temp_int,'',gssb_set_addr,'413570325',drp_clear_gnd_wdt,'',gssb_unlock_config,'1176991460',com_send_tc,'-461403644 C',gssb_reset,'',gssb_fss_get_sun,'',fp_del_cmd_unix,'1274149690',tm_send_all,'8798741266031539074 2134424011420997858',gssb_fss_get_temp,'',fp_del_cmd,'1634196448 684098227 -52727618 -1011502977 -885661522 1731110112',tm_get_last,'11439590258087277904',obc_update_status,'',drp_clear_gnd_wdt,'',-6,14.481623888015747,444020.0,10608.0
init_dummy_sensor,'',rw_set_speed,'-1149732713 -1460927348',eps_get_config,'',fp_set_cmd,'1098552315 -2059776247 1542585626 1271273734 -1985928128 -1869101974 147957086 -1087477454 L #*t%Xr(',set_state,'7106466621626200541 10531928950418548022 -540678691',com_set_node,'-807721641',drp_ebf,'-262798846',init_dummy_sensor,'',gssb_select,'-196175',gssb_arm_auto,'-88104558',gssb_update_status,'',gssb_msp_cal_temp,'-1656333305 -133997668',eps_set_heater,'1856390685 -831020974',tm_send_all,'3832562180016184394 8981836406686689449',gssb_get_temp_int,'',obc_debug,'-1919013257',com_update_status,'',gssb_msp_cal_temp,'353460119 -813652550',fp_del_cmd_unix,'1530963589',gssb_get_sun,'',tm_set_ack,'7503385067159818109 13438194894831913720',gssb_get_burn_config,'',set_state,'4741014843466239759 13057013288209021667 1064076015',rw_get_speed,'',fp_del_cmd,'-256821509 1121715955 1697970801 -75629050 -1956069107 6298366',drp_set_deployed,'-796574941',gssb_pwr,'2092138749 -1109596921',tm_get_last,'4854790870961190008',gssb_get_temp,'',drp_get_vars,'',eps_hard_reset,'',gssb_set_addr,'1545020398',com_send_cmd,'1489123866 DB&rve6',gssb_fss_get_sun,'',gssb_get_status,'',com_send_cmd,'-1329840381 /P',drp_get_vars,'',obc_get_tle,'',gssb_update_status,'',obc_update_status,'',obc_pwm_pwr,'-1288031883',com_set_node,'-821769485',fp_test_params,'-654306531 bq._ckbx -1160483866',drp_set_var,'554844262 -1175947753',fp_del_cmd_unix,'-306473631',drp_set_deployed,'-1534522727',com_ping,'1462597946',com_reset_wdt,'878507933',com_set_node,'2049559395',tm_send_last,'11670651809456887175 3989296156736410974',-11,6.505537986755371,444020.0,10752.0
com_send_cmd,'1878256518 %H;fXgU',com_send_rpt,'-279979256 !',drp_test_system_vars,'',gssb_get_temp,'',obc_set_pwm_duty,'1021936049 1487202804',help,'',tm_set_ack,'9753133800316424970 13550491819587649941',drp_set_deployed,'1971855666',obc_prop_tle,'7888959340176662634',gssb_arm_manual,'318901955',obc_prop_tle,'-1029731216492881434',gssb_msp_get_temp,'',gssb_select,'-1919236861',gssb_arm_manual,'-595507745',fp_set_cmd,'-603571858 -451902883 -758540281 -470897841 1028851320 779851786 -1975128059 -2127694643 dmMtd OhG-=me',gssb_antenna_release,'2048004010 -502028092 -1505735369 2059900193',tm_send_last,'2322775448348410239 12517034271277158607',drp_test_system_vars,'',com_set_node,'-1611878363',fp_del_cmd_unix,'1708785737',init_dummy_sensor,'',init_dummy_sensor,'',tm_send_status,'-178952578',fp_set_cmd_dt,'240645375 120372755 654033102 XaP+}Ldjpd S!A30?XxP',gssb_select,'-868858211',gssb_arm_manual,'-1762576098',tm_send_status,'1833913478',com_set_config,'0/<tMTQiX\ >-I',fp_del_cmd_unix,'1375249776',gssb_arm_auto,'1441163967',obc_reset_wdt,'',com_reset_wdt,'488525129',com_send_rpt,'1963757846 D!*',tm_send_all,'12311783718532478625 12372817256998913229',obc_reset_wdt,'',rw_get_speed,'',drp_add_hrs_alive,'273660583',rw_set_speed,'575481404 -1280092634',init_dummy_sensor,'',obc_set_pwm_duty,'1859527719 2144688472',tm_send_last,'7328145598698058430 13011056060843238500',rw_set_speed,'-770504984 -1373706285',gssb_burn,'',obc_prop_tle,'-3689067321909072999',obc_ident,'',gssb_get_uuid,'',gssb_get_burn_config,'',com_send_rpt,'-124956680 ;x',obc_update_status,'',help,'',-11,11.40373182296753,444020.0,10644.0
tm_send_all,'8423292718359916906 1778692525472792457',com_get_node,'',com_set_config,'h bOGxXV',obc_set_pwm_freq,'1357536839 143198848187483352904357599234328760747',fp_del_cmd,'630651199 1172088526 -157989216 1929130024 -86175757 1415200177',drp_get_vars,'',gssb_get_temp,'',drp_get_vars,'',gssb_fss_get_sun,'',gssb_set_burn_config,'-1746236105 319283321 -2084589085 -1080663926 -1307638244 -1443164704 1065971727',gssb_antenna_release,'-651969195 -99082285 -1926382856 -109341639',obc_pwm_pwr,'872327661',gssb_set_burn_config,'-529071052 277226058 -1666804664 1952410540 -503275537 136224982 962976106',gssb_get_status,'',rw_get_current,'',obc_set_tle,'1398482925 6E7FUjSz-q',tm_parse_status,'',init_dummy_sensor,'',obc_set_pwm_duty,'1133092245 423211675',drp_clear_gnd_wdt,'',gssb_msp_cal_temp,'-87366523 964493338',fp_set_cmd_unix,'654229372 1581100672 -379831012 [1z'ab]Ok F_%s~',tm_get_last,'10745221825156499978',obc_get_sensors,'',obc_set_pwm_freq,'1456664909 -27751401054721035241322487232002426812',gssb_fss_get_temp,'',com_send_cmd,'1912442926 Ryn$c',obc_get_tle,'',gssb_fss_commit_config,'',com_send_tc,'-316382085 zp#YHz',obc_set_pwm_duty,'1142253320 122925435',fp_set_cmd,'1317840093 1357750300 -452492755 -882515269 523790929 -587943924 -123320804 527834506 l] y|ZKE)Y3',drp_ebf,'835346365',tm_send_status,'-394922421',drp_get_vars,'',tm_send_all,'6419207819093254553 10461619424822477310',drp_set_deployed,'-479693471',test,':',com_set_node,'-1349953805',gssb_get_burn_config,'',gssb_get_burn_config,'',obc_set_pwm_duty,'1754663563 -1010238866',com_send_rpt,'1699906221 s{<b`du6',eps_update_status,'',tm_send_status,'2089838537',fp_del_cmd_unix,'-362985145',com_send_tc,'1715622148 ',gssb_get_temp,'',drp_get_vars,'',obc_pwm_pwr,'-220878288',-6,6.55479884147644,444020.0,10536.0
com_get_config,'N*p',fp_del_cmd_unix,'2074356513',obc_update_tle,'',obc_get_mem,'',eps_get_hk,'',gssb_update_status,'',obc_ident,'',drp_test_system_vars,'',obc_reset_wdt,'',com_set_config,"'Qzlui ,#;jo:9'",com_reset_wdt,'1438854027',gssb_fss_get_temp,'',com_send_tc,"'-1740086178 .Xv""j'",gssb_unlock_config,'-473506362',obc_debug,'526914941',gssb_fss_get_sun,'',gssb_msp_cal_temp,'-1616823310 -1566637412',obc_get_time,'-1003123592',com_debug,'',fp_reset,'',gssb_scan,'900880352 944818875',fp_set_cmd,"'1943986154 -858944083 -35326145 880102213 1070239251 -1947460873 -1977848170 1055863246 I""v""wq< ;{7/'",com_update_status,'',gssb_fss_get_sun,'',gssb_get_burn_config,'',gssb_unlock_config,'-408677320',fp_set_cmd,'-2080804849 2060333577 -992202675 -1845246349 1474826718 -784408406 68389855 832863510 NZp/ SBc',gssb_set_addr,'1029777366',gssb_arm_manual,'-1453199380',drp_add_hrs_alive,'-1288181576',eps_update_status,'',tm_get_last,'3855163393581965014',gssb_fss_set_config,'1603564156',drp_clear_gnd_wdt,'',gssb_fss_set_config,'-37834729',com_send_rpt,'-878100454 $zd5`%d',eps_get_hk,'',gssb_scan,'1633957700 1794495220',gssb_fss_commit_config,'',gssb_fss_commit_config,'',gssb_get_temp_int,'',drp_test_system_vars,'',drp_ebf,'-1804440231',gssb_set_burn_config,'-1909460448 -883339703 1759411225 595699847 -1837896185 1887517543 1108314578',help,'',gssb_reset,'',gssb_reset,'',fp_reset,'',gssb_msp_get_temp,'',drp_ebf,'2034078865',-6,6.322873592376709,444020.0,10640.0
fp_set_cmd,'1750257843 -1870454055 -971698951 -365535289 -2090474496 -1749219663 454694233 1758819560  ',tm_set_ack,'13783253167104759089 5716801813963854752',fp_set_cmd_unix,"'-1128171568 -1869533762 80037204 x@; AyH,'",gssb_arm_manual,'-785917561',gssb_update_status,'',eps_hard_reset,'',tm_send_all,'14294779311670422077 3924485582358073776',com_set_node,'-1883816284',eps_get_hk,'',init_dummy_sensor,'',gssb_update_status,'',com_reset_wdt,'996251999',gssb_msp_cal_temp,'705650121 -1574545643',rw_get_current,'',fp_test_params,"'1937101653 ;f>0N4^A""{ -1780300453'",obc_debug,'-1229240163',obc_update_status,'',obc_reset_wdt,'',gssb_get_temp_int,'',gssb_antenna_release,'925556157 -1750488795 166604744 -763100273',obc_set_tle,'-1901369759 )A',com_set_node,'425563943',gssb_set_burn_config,'-686661639 -1623273965 -301115258 -2013667942 -699028898 -371816813 1148073903',fp_set_cmd_dt,"'-707002673 1470789590 2134561577 ,/.io '",gssb_arm_manual,'1247100449',eps_set_heater,'-118280498 -196473122',fp_set_cmd,'-179157451 -595730694 -56616225 1408057363 1579869507 1221358303 1018929693 -1348437056 k/0]Vk 5%',gssb_unlock_config,'233464516',gssb_msp_get_temp,'',gssb_msp_cal_temp,'1870788011 793040678',gssb_get_version,'',drp_clear_gnd_wdt,'',drp_set_deployed,'-1855652341',fp_test_params,"'2026599358 X"".Q_VJh 754900224'",tm_send_all,'7007689563620531624 12639712145420900709',gssb_arm_auto,'-765135731',obc_get_tle,'',com_set_node,'1925800211',com_get_config,"'R,s'",gssb_fss_commit_config,'',gssb_fss_get_sun,'',gssb_set_burn_config,'-1141702029 1794729302 4739018 328084266 1736921307 1835001448 -742211918',com_get_node,'',obc_reset_wdt,'',gssb_get_temp,'',com_update_status,'',rw_get_speed,'',drp_set_deployed,'1789724149',eps_update_status,'',tm_send_all,'1144511926432907953 5358922524995456100',-6,6.444316387176514,444020.0,10612.0
tm_send_from,'9482979843882785859 4170021511782040737 5716184653920227415',fp_del_cmd_unix,'-41062074',set_state,'5175211521327476123 6784192039445582964 -1648134367',gssb_set_burn_config,'-1386260022 2114442080 1866756913 2027393185 1033218384 -180098657 -1306779669',obc_set_pwm_freq,'-1266577440 285848623117653395746620964822455596246',obc_set_tle,'-2074608295 ',gssb_get_status,'',gssb_fss_commit_config,'',gssb_scan,'274823697 -1774624055',drp_set_deployed,'101292230',fp_set_cmd_unix,'-1628164516 -1444667431 1714701288 c#O\ j{',com_update_status,'',eps_hard_reset,'',obc_pwm_pwr,'1393407413',obc_pwm_pwr,'355681678',gssb_commit_addr,'',gssb_get_temp_int,'',gssb_update_status,'',obc_set_pwm_duty,'-1118139793 543580103',obc_debug,'-397075894',gssb_arm_manual,'498489118',eps_hard_reset,'',obc_update_tle,'',gssb_get_uuid,'',drp_ebf,'-1581545323',drp_test_system_vars,'',tm_parse_status,'',obc_set_pwm_duty,'1160177917 855505292',obc_debug,'674380027',test,'^;x\WPN.WJ',init_dummy_sensor,'',gssb_set_burn_config,'397188702 -1408370076 1445968587 1135214947 599820899 -1881516172 -1540424926',drp_set_var,'1639668144 1434006263',gssb_get_temp,'',rw_get_current,'',gssb_fss_commit_config,'',eps_update_status,'',com_reset_wdt,'1183269186',gssb_get_sun,'',gssb_update_status,'',tm_parse_status,'',obc_reset_wdt,'',drp_add_hrs_alive,'-1292933414',obc_debug,'601404764',fp_set_cmd_unix,'-1467779154 -1723948930 2066460363 pc| %|e-bvfg',com_send_rpt,'1926446442 )>lxE2',gssb_msp_cal_temp,'-524892750 1774386937',obc_get_time,'-355555531',gssb_reset,'',rw_get_speed,'',-6,6.248496055603027,444020.0,10660.0
